Player_ID,First_Name,Last_Name,Current_Team_ID,Current_Team_Full_Name,Current_Team_Name,Position,Current_Team_Abbr,Current_Team_City,Current_Team_Conf,Current_Team_Div
666637,Ahmed,Hill,4,Charlotte Hornets,Hornets,G,CHA,Charlotte,East,Southeast
666640,Amir,Hinton,20,New York Knicks,Knicks,G,NYK,New York,East,Atlantic
1573276,Levi,Randolph,6,Cleveland Cavaliers,Cavaliers,G,CLE,Cleveland,East,Central
2270852,Sir'Dominic,Pointer,6,Cleveland Cavaliers,Cavaliers,G-F,CLE,Cleveland,East,Central
50793,Isaac,Humphries,22,Orlando Magic,Magic,C,ORL,Orlando,East,Southeast
232,Demetrius,Jackson,14,Los Angeles Lakers,Lakers,G,LAL,Los Angeles,West,Pacific
1364,Joe,Johnson,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
666702,Sagaba,Konate,28,Toronto Raptors,Raptors,F,TOR,Toronto,East,Atlantic
666697,Stanton,Kidd,29,Utah Jazz,Jazz,F,UTA,Utah,West,Northwest
666707,Christ,Koumadje,23,Philadelphia 76ers,76ers,C,PHI,Philadelphia,East,Atlantic
666708,David,Kramer,24,Phoenix Suns,Suns,G,PHX,Phoenix,West,Pacific
666714,Terry,Larrier,13,LA Clippers,Clippers,F,LAC,LA,West,Pacific
466,Tyrone,Wallace,12,Indiana Pacers,Pacers,G,IND,Indiana,East,Central
289,Tyler,Lydon,26,Sacramento Kings,Kings,F,SAC,Sacramento,West,Pacific
170,Pau,Gasol,25,Portland Trail Blazers,Trail Blazers,C-F,POR,Portland,West,Northwest
238,Amile,Jefferson,22,Orlando Magic,Magic,F,ORL,Orlando,East,Southeast
2075,Devyn,Marble,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
386,Chasson,Randle,24,Phoenix Suns,Suns,G,PHX,Phoenix,West,Pacific
666757,Luke,Maye,17,Milwaukee Bucks,Bucks,F,MIL,Milwaukee,East,Central
396,Devin,Robinson,12,Indiana Pacers,Pacers,F,IND,Indiana,East,Central
109,Allen,Crabbe,18,Minnesota Timberwolves,Timberwolves,G-F,MIN,Minnesota,West,Northwest
666770,Nicolo,Melli,19,New Orleans Pelicans,Pelicans,F,NOP,New Orleans,West,Southwest
666775,Isaiah,Miles,23,Philadelphia 76ers,76ers,F,PHI,Philadelphia,East,Atlantic
666795,Jordan,Murphy,18,Minnesota Timberwolves,Timberwolves,F,MIN,Minnesota,West,Northwest
293,J.P.,Macura,6,Cleveland Cavaliers,Cavaliers,G,CLE,Cleveland,East,Central
666828,James,Palmer Jr.,13,LA Clippers,Clippers,G,LAC,LA,West,Pacific
666847,Shamorie,Ponds,28,Toronto Raptors,Raptors,G,TOR,Toronto,East,Atlantic
385,Ivan,Rabb,20,New York Knicks,Knicks,F,NYK,New York,East,Atlantic
666838,Josh,Perkins,4,Charlotte Hornets,Hornets,F,CHA,Charlotte,East,Southeast
17895899,Shaq,Buchanan,15,Memphis Grizzlies,Grizzlies,G,MEM,Memphis,West,Southwest
666841,Isaiah,Pineiro,26,Sacramento Kings,Kings,F,SAC,Sacramento,West,Pacific
372,Miles,Plumlee,15,Memphis Grizzlies,Grizzlies,C,MEM,Memphis,West,Southwest
2151,Axel,Toupane,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
55,Jonah,Bolden,24,Phoenix Suns,Suns,F,PHX,Phoenix,West,Pacific
1687493,Matt,Mooney,29,Utah Jazz,Jazz,G,UTA,Utah,West,Northwest
666840,Lamar,Peters,23,Philadelphia 76ers,76ers,G,PHI,Philadelphia,East,Atlantic
